id,content,cover,audio,date,user_id
57,![TXDa37CtVHHYBV087AWhRX7X.jpg](https://hnucmwall.top/media/img/JinGui/TXDa37CtVHHYBV087AWhRX7X.jpg_1596251366.jpg),img/JinGui/TXDa37CtVHHYBV087AWhRX7X.jpg_1596251366.jpg,audio/JinGui/default.mp3,2020-08-01 11:12:19.844829,167
58,元气满满的一天～,img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 11:22:40.336915,149
59,![IMG_20200801_112623.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_112623.jpg_1596252390.jpg),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 22:50:29.724473,38
60,![pt2020_08_01_10_38_58.jpg](https://hnucmwall.top/media/img/JinGui/pt2020_08_01_10_38_58.jpg_1596253258.jpg),img/JinGui/pt2020_08_01_10_38_58.jpg_1596253258.jpg,audio/JinGui/default.mp3,2020-08-01 11:41:02.584729,191
61,![IMG_20200801_085236.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_085236.jpg_1596254243.jpg),img/JinGui/IMG_20200801_085236.jpg_1596254243.jpg,audio/JinGui/default.mp3,2020-08-01 11:58:55.927158,225
62,![IMG_20200801_120333.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_120333.jpg_1596255105.jpg),img/JinGui/IMG_20200801_120333.jpg_1596255105.jpg,audio/JinGui/default.mp3,2020-08-01 12:14:26.227658,143
63,![IMG_20200801_120408.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_120408.jpg_1596255014.jpg),img/JinGui/IMG_20200801_120408.jpg_1596255014.jpg,audio/JinGui/default.mp3,2020-08-01 12:13:22.535417,187
64,![IMG_20200801_121053.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_121053.jpg_1596255079.jpg),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 12:24:25.971651,111
65,![IMG20200801122352.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801122352.jpg_1596255941.jpg)*::: hljs-left\n\n斜体\n\n:::\n*,img/JinGui/IMG20200801122352.jpg_1596255941.jpg,audio/JinGui/default.mp3,2020-08-01 14:28:55.506343,247
66,![IMG_20200801_122159.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_122159.jpg_1596255947.jpg),img/JinGui/IMG_20200801_122159.jpg_1596255947.jpg,audio/JinGui/default.mp3,2020-08-01 12:27:18.917467,212
67,![IMG_20200801_140657.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_140657.jpg_1596262269.jpg),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 14:14:53.906320,144
68,![IMG_20200801_142120.jpg](1),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 14:22:37.591899,197
69,![IMG_20200801_145419.jpg]![IMG_20200801_145412.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_145412.jpg_1596264896.jpg)(https://hnucmwall.top/media/img/JinGui/IMG_20200801_145419.jpg_1596264879.jpg),img/JinGui/IMG_20200801_145412.jpg_1596264896.jpg,audio/JinGui/default.mp3,2020-08-01 14:58:23.325951,180
70,![IMG_20200801_152640.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_152640.jpg_1596267246.jpg),img/JinGui/IMG_20200801_152640.jpg_1596267246.jpg,audio/JinGui/default.mp3,2020-08-01 15:37:34.570937,216
71,![IMG_20200801_153531.jpg](1),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 15:49:01.955833,136
72,![IMG20200801153424.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801153424.jpg_1596267494.jpg),img/JinGui/IMG20200801153424.jpg_1596267494.jpg,audio/JinGui/default.mp3,2020-08-01 15:40:39.369287,119
73,![IMG_20200801_153317.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_153317.jpg_1596267571.jpg),img/JinGui/IMG_20200801_153317.jpg_1596267571.jpg,audio/JinGui/default.mp3,2020-08-01 15:42:54.815731,211
74,元气满满的一天～,img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 16:00:57.537403,132
75,![IMG_20200801_160851.jpg](1),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 16:09:05.583752,221
76,![IMG_20200801_160244.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_160244.jpg_1596269044.jpg),img/JinGui/IMG_20200801_160244.jpg_1596269044.jpg,audio/JinGui/default.mp3,2020-08-01 16:10:49.364338,239
77,![IMG20200801160805.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801160805.jpg_1596269867.jpg),img/JinGui/IMG20200801160805.jpg_1596269867.jpg,audio/JinGui/default.mp3,2020-08-01 16:22:51.371845,145
78,![IMG_20200801_163913.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_163913.jpg_1596271181.jpg)![IMG_20200801_163930.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_163930.jpg_1596271211.jpg),img/JinGui/IMG_20200801_163930.jpg_1596271211.jpg,audio/JinGui/default.mp3,2020-08-01 16:43:57.256617,214
79,![IMG_20200801_163443.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_163443.jpg_1596271115.jpg),img/JinGui/IMG_20200801_163443.jpg_1596271115.jpg,audio/JinGui/default.mp3,2020-08-01 16:52:37.726911,170
80,![IMG_20200731_092211.jpg](1),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 16:57:00.640991,124
81,元气满满的一天～![](IMG_20200801_164840),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 16:58:55.462962,205
82,![IMG20200801163638.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801163638.jpg_1596272275.jpg),img/JinGui/IMG20200801163638.jpg_1596272275.jpg,audio/JinGui/default.mp3,2020-08-01 16:58:15.931358,206
83,![IMG20200801165453.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801165453.jpg_1596272172.jpg),img/JinGui/IMG20200801165453.jpg_1596272172.jpg,audio/JinGui/default.mp3,2020-08-01 17:03:58.860066,129
84,第一天![IMG_20200801_180800.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_180800.jpg_1596276408.jpg),img/JinGui/IMG_20200801_180800.jpg_1596276408.jpg,audio/JinGui/default.mp3,2020-08-01 18:09:51.746249,103
85,![IMG_20200801_154146.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_154146.jpg_1596272685.jpg),img/JinGui/IMG_20200801_154146.jpg_1596272685.jpg,audio/JinGui/default.mp3,2020-08-01 17:09:09.796053,236
86,元气满满的一天～,img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 17:13:16.051842,215
87,![IMG_20200801_171856.jpg](1),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 17:21:27.787952,130
88,![IMG_20200801_172237.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_172237.jpg_1596273777.jpg),img/JinGui/IMG_20200801_172237.jpg_1596273777.jpg,audio/JinGui/default.mp3,2020-08-01 17:25:08.843255,98
89,![IMG_20200801_173007.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_173007.jpg_1596274222.jpg),img/JinGui/IMG_20200801_173007.jpg_1596274222.jpg,audio/JinGui/default.mp3,2020-08-01 17:34:36.108676,195
90,![IMG_20200801_172046.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_172046.jpg_1596274293.jpg),img/JinGui/IMG_20200801_172046.jpg_1596274293.jpg,audio/JinGui/default.mp3,2020-08-01 17:34:36.224599,142
91,![IMG_4224.HEIC](https://hnucmwall.top/media/img/JinGui/IMG_4224.HEIC_1596274689.jpg),img/JinGui/IMG_4224.HEIC_1596274689.jpg,audio/JinGui/default.mp3,2020-08-01 17:42:19.954327,260
92,![IMG_20200801_173923.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_173923.jpg_1596274851.jpg),img/JinGui/IMG_20200801_173923.jpg_1596274851.jpg,audio/JinGui/default.mp3,2020-08-01 17:45:48.690590,238
93,![IMG_20200801_174541.jpg](1),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 23:17:37.788454,242
94,![IMG_20200801_174445.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_174445.jpg_1596275328.jpg)\n八月一号打卡,img/JinGui/IMG_20200801_174445.jpg_1596275328.jpg,audio/JinGui/default.mp3,2020-08-01 17:51:49.263500,150
95,![IMG_20200801_175224.jpg](1),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 17:58:26.304730,20
96,![IMG_20200801_175958.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_175958.jpg_1596276101.jpg),img/JinGui/IMG_20200801_175958.jpg_1596276101.jpg,audio/JinGui/default.mp3,2020-08-01 18:07:18.835450,185
97,![IMG_20200727_192126.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200727_192126.jpg_1596276514.jpg),img/JinGui/IMG_20200727_192126.jpg_1596276514.jpg,audio/JinGui/default.mp3,2020-08-01 18:09:01.618489,99
98,8·1,img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 18:15:17.996662,246
99,![IMG_20200801_185829.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_185829.jpg_1596279524.jpg),img/JinGui/IMG_20200801_185829.jpg_1596279524.jpg,audio/JinGui/default.mp3,2020-08-01 19:01:37.561440,231
100,![IMG_20200801_190207.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_190207.jpg_1596279782.jpg),img/JinGui/IMG_20200801_190207.jpg_1596279782.jpg,audio/JinGui/default.mp3,2020-08-01 19:06:01.574736,240
101,![IMG_20200801_190147.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_190147.jpg_1596279782.jpg),img/JinGui/IMG_20200801_190147.jpg_1596279782.jpg,audio/JinGui/default.mp3,2020-08-01 19:05:48.430521,141
102,![IMG_20200801_192726.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_192726.jpg_1596281257.jpg),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 19:30:36.869159,152
103,\n\n2020年春《金匮要略》每日打卡卡片\n\n第2周星期一\n\n仲景学说教研室\n\n脏腑经络先后病脉证第一\n\n第1条\n\n问曰:上工治未病， 何也?师日:夫治未病者，见肝之病，知肝传脾，当先实脾，四季脾旺不受邪，即勿补之。中立不晓相传，见肝之病，不解实脾，惟治肝也。\n\n夫肝之病，补用酸，助用焦苦，益用甘味之药调之。\n\n第2条\n\n夫人禀五常，因风气而生长，风气虽能生万物，亦能害 万物，如水能浮舟，亦能覆舟。若五脏元真通畅，人即安和。客气邪风，中人多死。千般疾难，不越三条:一者，经络受邪，入藏府，力内所因也:二者，四肢九窍，血脉相传，壅塞不通，为外皮肤所中也;三者，房室、金刃、虫兽所伤，以此详之，病由都尽。\n\n若人能养慎，不令邪风干忤经络;适中经络，未流传脏腑，即医治之;四肢才觉重滞，即导引、吐纳，针灸、膏摩，勿令九窍闭塞;更能无犯王法、禽兽灾伤;房室勿令竭乏，服食节其冷热苦酸辛甘，不遗形体有衰，病则无由入其腠理。腠者，是三焦通会元真之处，为血气所注;理者，是皮肤脏腑之纹理也。\n\n第8条\n\n问曰:有未至而至，有至而不至，有至而不去，有至而太过，何谓也?师曰:冬至之后，甲子夜半少阳起，少阳之时，阳始生，天得温和。以未得甲子，天因温和，此为未至而至也;以得甲子而天未温和，此为至而不至也;以得甲子而天大寒不解，此为至而不去也;以得甲子，而天温如盛夏五六月时，此为至而太过也。第13条第2段\n\n清邪居上，浊邪居下，大邪中表，小邪中里，谷饪之邪，从口入者，宿食也。五邪中人，各有法度，风中于前，寒中于暮，\n\n湿伤于下，雾伤于上，风令脉浮，寒令脉急，雾伤皮肤，湿流关节，食伤脾胃，极寒伤经，极热伤络。,img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 19:27:47.205449,257
104,![IMG_20200801_192558.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_192558.jpg_1596281197.jpg),img/JinGui/IMG_20200801_192558.jpg_1596281197.jpg,audio/JinGui/default.mp3,2020-08-01 19:30:40.406869,174
105,![IMG_20200801_190744.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_190744.jpg_1596281586.jpg)![IMG_20200801_190736.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_190736.jpg_1596281633.jpg),img/JinGui/IMG_20200801_190736.jpg_1596281633.jpg,audio/JinGui/default.mp3,2020-08-01 19:43:52.318325,248
106,![QQ图片20200801163809.jpg](https://hnucmwall.top/media/img/JinGui/QQ图片20200801163809.jpg_1596281639.jpg)![QQ图片20200801163814.jpg](https://hnucmwall.top/media/img/JinGui/QQ图片20200801163814.jpg_1596281640.jpg),img/JinGui/QQ图片20200801163814.jpg_1596281640.jpg,audio/JinGui/default.mp3,2020-08-01 19:34:01.300249,159
107,![IMG20200801193156.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801193156.jpg_1596282063.jpg),img/JinGui/IMG20200801193156.jpg_1596282063.jpg,audio/JinGui/default.mp3,2020-08-01 19:42:36.065506,259
108,![IMG_20200801_192929.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_192929.jpg_1596281397.jpg),img/JinGui/IMG_20200801_192929.jpg_1596281397.jpg,audio/JinGui/default.mp3,2020-08-01 19:35:38.136175,117
109,元气满满的一天～![IMG_20200801_193207.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_193207.jpg_1596281886.jpg),img/JinGui/IMG_20200801_193207.jpg_1596281886.jpg,audio/JinGui/default.mp3,2020-08-01 19:40:05.759080,207
110,![IMG_20200801_194627.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_194627.jpg_1596282404.jpg),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 23:12:43.941484,210
111,![IMG_20200801_191916.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_191916.jpg_1596284250.jpg),img/JinGui/IMG_20200801_191916.jpg_1596284250.jpg,audio/JinGui/default.mp3,2020-08-01 20:19:47.985247,113
112,元气满满的一天～![IMG_20200801_201521.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_201521.jpg_1596284239.jpg),img/JinGui/IMG_20200801_201521.jpg_1596284239.jpg,audio/JinGui/default.mp3,2020-08-01 20:17:22.779203,228
113,![IMG_20200801_195651.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_195651.jpg_1596283736.jpg),img/JinGui/IMG_20200801_195651.jpg_1596283736.jpg,audio/JinGui/default.mp3,2020-08-01 20:09:11.335305,126
114,![IMG_20200801_200441.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_200441.jpg_1596283511.jpg),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 20:16:15.284993,244
115,元气满满的一天～,img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 20:13:14.099590,102
116,![IMG_20200801_202308.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_202308.jpg_1596284605.jpg)```language\n\n```\n,img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 20:30:23.730883,262
117,![IMG_20200801_202954.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_202954.jpg_1596285056.jpg),img/JinGui/IMG_20200801_202954.jpg_1596285056.jpg,audio/JinGui/default.mp3,2020-08-01 20:31:00.992448,151
118,![IMG_20200801_203216.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_203216.jpg_1596285351.jpg),img/JinGui/IMG_20200801_203216.jpg_1596285351.jpg,audio/JinGui/default.mp3,2020-08-01 20:46:08.988172,166
119,![IMG_20200801_203550.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_203550.jpg_1596285366.jpg),img/JinGui/IMG_20200801_203550.jpg_1596285366.jpg,audio/JinGui/default.mp3,2020-08-01 20:39:37.996565,200
120,![IMG_20200801_203823.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_203823.jpg_1596285668.jpg),img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 20:43:31.708318,127
121,![IMG_20200801_204007.jpg]![IMG_20200801_204739.jpg](2)(https://hnucmwall.top/media/img/JinGui/IMG_20200801_204007.jpg_1596285989.jpg),img/JinGui/IMG_20200801_204007.jpg_1596285989.jpg,audio/JinGui/default.mp3,2020-08-01 20:47:58.230984,203
122,第一个病案是葛根汤\n第二个病案是麻黄加术汤,img/JinGui/default.png,audio/JinGui/default.mp3,2020-08-01 20:46:11.170034,169
123,![IMG20200801210115.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801210115.jpg_1596286886.jpg),img/JinGui/IMG20200801210115.jpg_1596286886.jpg,audio/JinGui/default.mp3,2020-08-01 21:01:31.230447,137
124,![IMG20200801205108.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801205108.jpg_1596286278.jpg)```![IMG20200801205104.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801205104.jpg_1596286286.jpg)language\n\n```\n,img/JinGui/IMG20200801205104.jpg_1596286286.jpg,audio/JinGui/default.mp3,2020-08-01 20:54:43.858341,263
125,![IMG_20200801_205317.jpg](https://hnucmwall.top/media/img/JinGui/IMG_20200801_205317.jpg_1596286418.jpg),img/JinGui/IMG_20200801_205317.jpg_1596286418.jpg,audio/JinGui/default.mp3,2020-08-01 20:56:56.947106,234
126,![IMG20200801204334.jpg](https://hnucmwall.top/media/img/JinGui/IMG20200801204334.jpg_1596286334.jpg),img/JinGui/IMG20200801204334.jpg_1596286334.jpg,audio/JinGui/default.mp3,2020-08-01 20:57:25.036166,135
